text,category
What’s largely driving this transformation is the aging of the white population and a concomitant fall in white birth rates.,pro-immigration
"In twenty-six states, according to a recent study from the Applied Population Lab at the University of Wisconsin, deaths in the white population now outnumber births.",pro-immigration
"In other words, the number of white people in America is declining.",pro-immigration
The new Census Bureau figures suggest that this is also true on the national level.,pro-immigration
"In 2016 and 2017, the number of white, non-Hispanic Americans fell by forty-one thousand, according to the Journal report.",pro-immigration
"That number is partly an artifact of the opioid epidemic, but the underlying picture is clear: with the native white population aging rapidly, the U.S. economy and fiscal system are in dire need of other groups to pick up the slack.",pro-immigration
"Fortunately, there are eager candidates, including the roughly six million non-Americans who file immigration applications every year, and the thousands of parents and children currently languishing in detention centers operated by U.S. immigration authorities and the Department of Health and Human Services.",pro-immigration
This shortage of young people is far from just an American phenomenon.,pro-immigration
"(In many European countries, the age-dependency ratio is rising even faster.)",pro-immigration
This doesn’t justify a policy of open borders.,pro-immigration
"But it does mean that the United States needs a President who is willing to face the real challenges facing the country, and recognize the benefits of large-scale immigration.",pro-immigration
